author	comment	vote
科尼斯堡的邮差	别沉湎于过去 要面向未来 即便童年如今只存在于回忆 也不要忘却那时最珍贵的一些品质 就算未来没有当初你们的陪伴 我想我也能一个人坚强地走下去	1
云火	熟悉的音乐出来眼泪根本忍不住，但是不是我真的已经长成毫无想象力和可能性的大人了呢，有些热血很难再打动我了，故事的结局也过于潦草，不过，这就是现实吧	1
GD0760	当熟悉的音乐响起，热泪盈眶，五星不为别的，只为他们长大成人，也为我们回不去的童年！！感谢陪伴着我们一路成长！	1
海边的索塞罗	补标。一部非常伤感的电影，至少它有一个伤感的主题：长大之后就不再具有无限的可能性。你将不得不与童年的美好告别。
类型有些定位不明，想做成讲述成长的青春文艺片，但又摆脱不了自身的儿童片特点，导致对两边的受众都不友好。如果是为了缅怀儿时记忆，确实已经够用了。	1
Ricky🍊	前面做了五个男孩子，应该是好朋友结伴来看，我看他们都哭了	3
幼银	忙里偷闲溜去看了 就对打工人来说又是一场暴击啊 变成大人的社畜是不配拥有数码宝贝伙伴的	1
一个旅人	原来我们的情怀，在别人眼里可能就是一把待收割的韭菜。	2
张程骏	和我一起看电影的女生问我：看这部电影的会不会都是小朋友啊？我说：不会，因为曾经看这部动画的小朋友都已经长大了…	3
6:01 AM	抛掉原班人马发生分歧有人出走的抓马，我是真的很不喜欢给大家按头该在哪里哭在哪里怀旧的呈现方式，但是制作水平没得说，进化一定要通过大屏幕看一次。	0
奔跑型的	一群大老爷们，看哭了…长大以后，对玩具、饼干就失去了兴趣，长大了，全新的世界，记忆里的童趣，偶尔还会出现。未来可能在自己的孩子身上追忆快乐了	1
#水泥#	下班后在超市买了米和鸡蛋，然后提着大袋小袋到影院看这部剧场版，那些当年在电视机前看初代的小孩子们，早已经过了太一大和为即将成为社会人而焦虑的阶段。就这点来说，这个idea无比正确，比tri.好太多了。当然从最后执行来说，像素娜只有那么几句台词，连最后大决战都没参加，对于齐上齐落的初代八人组来说，恐怕很多粉丝没法接受。怀旧的点找得真好，从《波莱罗舞曲》和鹦鹉兽开始，融合《我们的战争游戏》的数码世界画风，结束在光丘之夜的哨声的回响。最值票价的当然是现实世界的战斗做得特别逼真，再也不是被各种大招狂轰滥炸都只是身上看起来有点脏的孩童作品了。有点可惜的是没能听到前田爱把keep on再唱一次。	2
abscky	最精彩的是开头天使兽＋天女兽＋暴龙兽＋兽人加加鲁pk大鹦鹉，直接把我期待值拉满，可惜后面总体两个字“就这？”。最爱的神圣天使兽，迦楼罗兽和花仙兽根本查无此兽，天女兽只有开头，尼玛哦会不会卖情怀啊？？！结局当然要像TV1结局一样大家群像一起上啊如果那样我哭爆	1
寡狗	这也是个长长长长的系列，终于迎来了它的终结，孩子们总会长大，总要学会告别，永远在一起什么的，你我都知道，丧病的梅里诺表情到位，执念太强公主病犯了，又不是彼得潘，哪来的什么梦幻岛理想乡，有的只是现实中各自的成长与烦恼，太一最终选了政治经济学。可以的。	0
半弦月	其实其他人既然步入社会，在态度上可以更消极一点，所以此片不做成悬疑，而走心理惊悚会更好，这还仅仅是在类型化层面说的。and，最后的煽情学习了	0
RAINBOW	《Butterfly》(蝴蝶)的旋律响起，时光倒流，涌上心头，原来歌曲如此神奇，将记忆封存，等待开启。看到太一、阿和、阿武、嘉儿、美美等一众人物，如同和老友意外重逢，莫名的感动无以言表。整部电影，我很欣赏导演的留白。配乐没有太满，风声、流水声相伴，不煽情，不催泪。但效果意外地好，全场观众大多数哭成了泪人。	3
Andrew	前半小时还是有被往日情怀给打动到，后面越发感觉 “就这？” 当老板则未来依旧存在无限可能，当社畜给人打工或者当家庭主妇每日练习插花则将逐渐沦为无聊的大人，好的明白了。	0
隐 山	一发一发的情怀向OVA，证明我们时代的老去....
BGM把我拖回过去....和主角们一起长大了...好像还是最喜欢光子郎...
最后的进化帅炸！	1
丑奴儿	爷青结	0
長島冰茶	终究是要长大了	0
空空	消失什么的 我才不信 动漫本就成人的梦 编剧司马	0
奥兰少	是真的印象不深了。但主题曲和插曲响起来的时候还是有触动有感慨。单讲故事的话，确实不好看。	0
圆首的秘书	3.5 竟觉可以… 10.30 with LT	0
特种兵王章鱼哥	情怀之作，一代主角基本上就只有太一阿和在秀，其他戏份都不多。尤其是素娜，戏份少的可怜。	0
Ecane	虽然但是，真的很矫情，两位男主角能不能不要一直对称了…FBI角色简直莫名其妙。	1
一句话影评	不逃避长大 但也保持童真 总有伙伴无条件与你并肩	1
苏麻离青	给美国人这个概念他们能拍出黑客帝国，然而这个概念到了日本手上却诞生出了数码宝贝这样充满了对童年的不舍的动画。是知道他们想要表达什么，但战斗戏实在太少，嘴遁又太多。	0
柠檬不好吃	数码宝贝这四个字就值得我的五星，真庆幸我的童年是你，太一和亚古兽，嘉儿和迪路兽，永远爱你们。剧版唯一的遗憾是没有全员集合，而且人物长大了也只是凭着名字认出来了	0
豆瓣路人己	少了一首《Butter-Fly》	1
岸边露伴的挚友	原汁原味的进化曲和片头曲接连响起来的时候忍不住猛男落泪～没有看到初代八人的超级大合体有点小遗憾，毕竟二代的四个主角都登场了，素娜竟然从头到尾跑龙套。我预想的绝杀技是所有人飘在空中轮流喊着勇气友情爱心纯真知识诚实希望光明终于感化了反派。（虽然老套可是我想在大银幕上看连续进化八遍的全家桶套餐啊！）///好吧后知后觉意识到素娜抱着的比丘兽只是内心的影像,所以没有受到厄俄斯兽的影响，她的台词虽然少却透露出很关键的信息。	2
吃菜不吃呱	看到泪目 总要长大 总要向前看	0
推倒乃们	只看过前两部的我表示不懂大家说的彩蛋。。。但是，其他孩子都太工具人了吧，不如改名太一阿和救世界。。。（我永远喜欢光子郎）	2
Celeste	在电影院哭得好大声	0
.	开头一瞬间似遁入小时候每日蹲在电视机前看的回忆里，结尾真的是有把我烂回糟糕不过的当下。	1
是毛毛啊	随便拍也不至于拍成这样吧，一手情怀牌打得稀烂	0
双之哀殇	成长总是猝不及防，霸道得不容置疑，可为什么倒霉的永远是阿和太一这对基友呢……	0
艺米	除了情怀……不剩啥了	1
hiahia	爷青结	1
Jayce	虽然剧情很平庸，虽然主题依旧很童话，但真到看到这种情景出现时，还是会忍不住，是啊，我们一直在向前走，我们会一直生活下去，只是那种童年的纯真再也回不来了	2
Pluto‘s	虽然数码宝贝大冒险被喂了一堆💩，但我还是想看🤭真是哭成泪人，虽然没有写他们是如何和数码兽一一告别，但仅凭幻蝶兽一个的场景就可以猜想到是那么的痛苦，一边烧纸一边回味的童年的感觉真是太难了。。。幸亏隔壁开了新坑，不然真的要哭死。	3
秋默殇恋	本来是抱着陪别人去看的心态，结果在电影院哭的稀里哗啦的是我。	0
男二总	我不喜欢。今年的重制版明明沿用了老版的画风，不明白这个剧场版为什要用更类似tri的风格…另外虽然太一和大和是主角，但大家对这帮孩子的记忆是八个人的，戏份实在太不平均了。最后的结局就更不要说了，编剧真不怕粉丝寄刀片？以后还想拍续集捞钱咋办？	2
ztlpoppy	一开始听到进化的音乐，鸡皮疙瘩就一直下不去了。但是故事内容还有待于加强吧。	1
毛毛毛宁	求求了，请把我的意识抽走让我留在梦幻岛吧QAQ配合着我即将成为社畜，被选中的孩子和数码宝贝也要分开了，长大就是这么残忍吗呜呜呜	1
瓜熟瓜烂	一下子回到小时在电视前等待的场景，差点哭出来。新冒险即是成长后的新生活，论文、考研、找工作，真实的让人重新感受一遍当时的焦虑与迷茫。孩提时代终究是过去了，成长有得亦有失，其中的离别仓促且难以察觉，就像蝴蝶悄悄飞走，却来不及告别，除了沉湎过去抱头痛哭，更要擦干眼泪，继续向前走	3
傲翔	本片反派有理有据有操作，两位男主无力反驳，只好仗着主角光环疯狂开挂，讲理讲不赢但打得赢总行了吧，把人家按到地上摩擦完再强行挽尊强行升华，结果最后还是损人没利己~~~~所以这片子怎么看怎么拧巴	0
猴龙牛牛龙猴	同行女友觉得一般，故事线单一、画风简单、没有张力卖情怀等等…我不否认这些……但还是被“长大了就会失去可能性与数码宝贝”这个核心触动。尤其是看到亚古兽问太一说要吃刨冰的那一刻…在我心里，这就是值回我的童年，我的五星。我在无声的与童年与数码宝贝诀别。	3
需要毅种力量	数码宝贝曾是我青春的一部分，在这一部中孩子们长大了，面临着成人的世界，也会有慌乱和不安，也会有迷茫和不甘，但是面对人生的必经之路，即使最后只剩自己一人，也要坚定地走下去，成长总是要面临孤独的。	0
突然粉碎	电影院里精神小伙漂亮姑娘全都老泪纵横，你就知道他们的青春喂了谁	1
Skylet	希望重启版里的孩子们像小智一样永远不长大。	0
哼哼.floweray	明天的明天，我相信还会有Butterfly	1
咕咕风	御台场光丘再次出现鹦鹉兽，屏幕里响起熟悉的Bolero，恍惚间仿佛又到了从前。太一阿和同我们都是孩子，我们都期望有自己的数码宝贝。可是孩子们终究要长大，会迷茫，会害怕失去，会变得独立和孤独。最后的一战多么深刻和真实呀，它关于长大，关于失去关于选择关于畏惧关于梦想关于友情关于童真。长大，如何轻轻转身并面对悄悄告别和到来的这一切呢。	1
草帽岳飞	在电影院听《butterfly》和看数码宝贝进化的感觉真是太棒了，结尾有点虐了，不过我不相信这是最后的结局，虽然成长总是伴随着不断的妥协（就像素娜从小不喜欢插花，长大后她却还是去插花了）但是我坚信，亚古兽加布兽还有其他数码宝贝们终究会回来的！7.5分	0
HarperYug	长大后真的要告别了吗？躲在旧日回忆里，这不是生路。而就在那一刻，我们终于长大了。但我们的故事还没有结束，故事有了新的方向	0
Philia	数码宝贝之新世纪福音战士|
反派的思路太中二了，没什么感染力。倒是作为成人于是失去了儿童的无限可能性导致与伙伴数码兽的分离这一设定值得玩味，也更扎心。	0
Columbium	主题曲响起来的时候眼泪差点掉下来~	0
Yuni_J	“明天做什么？”“上班。”即便再不想长大，也总有人事物会逼着你成长。逃避有用，但总有一天终究还是得面对。	3
天外飞青	宝可梦的世界永远不会长大，数码宝贝的故事则以宠物进化与孩子一起有成长感。成长就意味着分别，这种羁绊就像压在我们箱底的宝贝，最终难逃忘却和丢弃。剧场版的分别、战斗，煽情也就这样了，对成熟的分镜剪辑和爆燃临场感颇有好感。特别注意到很细腻的区别出主角们的视点高，宠物们的视点则要低且多望向他们的背影，真是日影才会注意的细节呀。	0
Vanessa 瓦內莎	被感動到了，阿和好帥哈哈哈哈哈	1
竹蜻蜓的夏天	只看到第二季，不过里面的人物都可以认得。成长的迷茫，分离的镇痛，有幸能看到这部电影，爷青结得很好。	0
跑_真的跑不动	虽然还是有点迷	0
蘑蘑菇菇	谢谢制片方给了我这些年对数码宝贝的内心空白的结局。总归要长大。但是，素娜不肯出征的人设真的服了……不得不说很符合她，但是又很遗憾。我还是想看到大集合作为青春的句号。	1
D.Ravenna.W	小时候看第一部动画版的时候我憧憬要做一个像八人组一样有勇气、友情、爱心、求知、纯真、诚实、希望、光明的人。20年之后我被官方宣判，你长大了，你没有可能性了，你不配拥有无限大的梦了。好难过。	1
Meursault	喝着新买的酒看着电影，看完了还要继续写报告	0
没逻辑的人	看吧连动画片里面的人都在长大	1
只 火	喜欢告别转瞬即逝的设计和留白，数码宝贝总能填补成长过程中父母 朋友 恋人缺失的角色	0
呵呵好吗	受不了自己，年纪越大眼窝子越浅，最后的羁绊，最终的告别。我们长大了，故事里的主角们也都长大了，奔向自己的未来。可是啊，长大成人的代价，就是和儿时的伙伴永远地告别吗？这回忆杀的致命一击，太伤了。	1
十七君Tanya	成长是没有回头路的，只能不断前进。活在回忆里的幸福都是虚假的。	1
怪力比多兽	童年回忆，永存我心。	1
看什么看	主题曲和进化bgm响起来的时候就忍不住流泪！还有亚古兽和加布兽不断在说“让我们战斗吧！”还有最后的进化 以及亚古兽加布兽消失不见 我都哭到抽抽 老娘的童年就这样结束了！最可惜的就是没能八只合体 素娜甚至都没参与战斗1551 走到最后的终究是勇气和友谊 但我依旧最喜欢可爱的巴达兽和最美的天女兽！！	1
柳小恨	md给不想长大的中二情怀党看也太好哭了吧，所以为什么子供向番要做这么沉重的话题啊！！上一个这么让我难过的还是《金刚狼3》，虽然知道结局接的是02版结局，但还是感动的我稀里哗啦的……剧情意外的很正常，战斗场景很燃，能在电影院看可太幸福了……PS：一向是太一党的我竟然get到了成年阿和的帅？	0
安	爷青结…… 虽然知道电影的呈现非常幼稚 却其实是代表了所有你长大会失去的东西 数码宝贝 小时候的朋友 还有这些童年的动漫啊	1
葛攀	因为实在看不下去tri，所以根本没有报什么期待看这部，没想到是这个故事。对离别真的太敏感，导致的确落下了不争气的泪滴。	0
了花	最好的朋友最好的回忆最好的童年再见。大和太一小时候磕这对CP长大了依旧很配嘛，曾经还为为什么天使兽有别的配对兽生气啊哈哈哈哈。	0
Irongirl	毁童年 最后女黄蜂很有银翼杀手内味儿	0
大久保	音乐一响，心里一酸！	1
NANA (:3_ヽ)_	😂我以为真的很烂很烂很烂所以抱着烂到极致的心情看其实也还好🌝…煽情拉一拉情怀还是有点用的…设定其实有一点东西诸如如果注定要分别是选择将自己封闭在美好的幻觉里，还是去面对清晰残酷的现实往前走这种选择往深了讲可以很深刻……其实我支持反派啊（光活着就已经经常想死了活在梦里挺好的）就是强行带上别人就不大好应该签个合同啥的（……）问题是呈现方式简单粗暴幼稚得很……就…基本靠主角的口哨…和口炮「闘う！」「俺たちは進んで行くんだ！」...笑死艾伦都比你口条好…（不小心黑了两个…以及分镜凑cp把我看笑死了到后面涉及太一阿和的镜头包括台词包括“啊”“哦”“嗯”这种全都像是轴对称一样😂一度我以为他们四个要人兽究极合体了（幸亏没有…）幼儿园的时候看到他们动不动抱在一起打架就看出不对劲了🌚🌚	0
DRAGON1988	太一忙着毕业论文，阿和忙着找工作，美美准备电商创业，光子郎当了总裁，一代人一起成长的八个人，真的是在告诉我们爷的青春回不来了。
不过没有二十年的作品支撑，希望这是数码宝贝最后一部作品了，真的不想承认童年被用来消费了…	1
Isla	和家人们一起流眼泪了💧，谢谢子华请我看数码宝贝儿😢😢	2
脱落的树皮	剧情居然不错，只是高潮时的BGM居然不是butterfly……进化越来越趋于人形化，像在看机甲打架，而不是野兽互殴。	0
文森Vincent	本以为会很好哭，结果还是尴尬占了上峰。★★★	1
simonfaye	就是从来没看过然后前面一直在吐槽好古早好中二最后结尾仍然“可耻地”哭了......日剧煽这种情谁都逃不过	0
多久	既然观众定位是当年看过动画、如今已经长大的中青年，为何还写了这么一个少年漫画的拯救世界剧本，配上日式尬味台词，看得想睡觉。作为荧幕上的动画电影，作画之寒酸令人汗颜，想起定位类似的《玩具总动员3》，差距不是一点点。	0
李嘚嘚	亚古兽：太一，你长大了呢。
太一：可你永远不会变。	2
电漫	就结束了？	0
熊熊如也	虽剧情超简单，但也算是故事的结局。感觉情怀卖弄还不够喉，竟然抛开传统套路，不用大混战的燃点，也不用离别时大煽情，不过其实我还是喜欢套路。	0
百无一用发小春	童年回忆纷纷赶来告别	0
呈谦尚腕	最后出来了亚古兽勇气之绊，加布兽友情之绊。还不如配角一起进化拯救主角呢，比起第一部。还是更喜欢皇帝龙兽。	0
☔	😂你以为我会接受最后的进化的结局吗，
不可能，
太一和亚古兽的结局就是第二部结尾一起成了国际数码宝贝研究员，他们永远都在一起，给我瞎扯，我听你胡说八道	1
冷雨de清风	成长，一直是贯穿数码宝贝的主题。不管是否承认，我们都不再是从前那个无忧无虑的孩子；褪去稚气，迎来成长的我们，会有所得，也会有所失。即便不再拥有无限的可能性，但我们还有明天，只要初心未改，我们仍是那时的少年。与美好记忆为伴，一同前进吧！	1
逆风	我的童年，这也得给五颗星	1
人生佛魔间	“太一、阿和，我们明天做什么”	3
徐五千	人终究会长大，怎么动画都这么不饶人，未来的路要一个人加油走下去呀，去未来找他们吧！拯救世界这个责任！就先交给我吧！（童年bmg一起让我掉眼泪	1
菊长大人	6
何必焦虑？成人不是成长的终点，不是可能性的终点，成长一直都存在，明天还有明天。	1
费德里科维奇	有点傻	0
Starwei	看动漫就是一边抗拒又一边长大的过程。成长也许就是面对着一些选择、放弃和离别。谢谢他们带来的热血与勇气。

——————————【2020.08.15观影】	1
角落里的人	致我们已经逝去的童年，和终将失去的童心！	0
Mr.Or	我都还没拥有过数码宝贝就长大了。	2
Essie	不要消失啊…	0
不姨妈的大白色	20年了，我们最终还是要长大的。	0
ひかり	道理我都懂，但是凭什么长大了就不能拥有数码宝贝？	1
但丁的方舟	情怀卖得适度反而特别感慨。虽然动机并不新鲜倒是很理解反派。如果把“丧失成长可能性”和“留在最美回忆里”相结合，可就变成成人暗黑风了。当然现实里的我们也乐于看到，数码世界里的他们会有光明的未来。进化机变了，喊招少了。故事就到这吧，可以了。-开篇字幕尤其触心。“还没老到能对自己的未来欣然接受的年纪。如有可能愿意付出一切”。很多痛苦不都源自于此么。	0
我不是盆栽啊	长大了就要和数码宝贝告别吗？没有可能性了就也没有陪伴了吗？就是很痛苦，但是也要前进。	0
夏天一	「butter fly 」一出来，爆哭。我永远爱数码宝贝！！！！我永远记得，你们的名字。	0
黄c	十几年前，这动画让我那么相信世界上是真的有数码暴龙。今天，它却狠狠地告诉我，放下过去的天真无邪，去做一个大人吧！去你的，我可不想变成大人啊！！	2
山小灵	开场看极光的bgm就满满的情怀。不过……巴多拉兽呢	0
结束了	我已经老了，已经触动不到了，最大的亮点居然是亚古兽翻出太一的小黄书	1
石井礼子	但我依舊固執的相信，成年人的世界依然擁有無限的可能。	1
随手画画拉凉菌	哭死我了，差点哭出声…	1
光瞬	20年后，我和太一阿和一样站在大学毕业选择未来的十字路口。相比于永远长不大的小智、柯南；数码宝贝、钢铁侠、哈利波特他们和我们一起成长，面对人生的种种。我们都会长大，我们会迷茫会受伤会失去，我们也一样会拥有未来。陪伴整个青春的他们的故事陆续结束，而我们自己的故事，才刚刚开始。想起金庸先生的一句话，先生说：
你瞧这些白云，聚了又散，散了又聚，人生离合，亦复如斯。
我说：
人生百态，萍水相逢，他日江湖再见，又一生。那些一起看数码宝贝长大，素昧平生屏幕对面的你，我们都要好好的，都会拥有光明的未来。。（一定要有续集啊，会再见面的！！！）	1
海月梦香	有很多地方的处理让人稍微有点遗憾，其实能更好。但作为一部情怀作来说已经算是符合预期了，所以虽有遗憾，但还是能够打出四星的。	0
nichkhun	当年一起看天使兽进化成神圣天使兽激动的你们在哪里？	0
阿五	为这部点播一首夏天结束了😢	0
小也羊子	这...咱的青春也结束得太草率了	0
废丝	是听歌去的	0
本可爱	这电影可真够丧的啊。通篇就是在表达，成年人不配做梦，不配有伙伴，只能被迫承受离别和失去，承受那种仿佛被剜去身体一部分的痛失感，然后孤零零的一个人活在糟糕的世界上，还他妈得咬着牙往前冲。气！！！！还我亚古兽！我不该去看这部，在我心中只有1代是数码宝贝！	2
高山我夢	如果说情怀就是强丢这种烂大街的走着走着就散了的梗，然后变个身啥也没有的剧本，那还不如别拍了	2
mishka	能不能要这样的结局，我希望亚古兽回来	0
sineadmatsu	画面和打斗挺精彩的我觉得，剧情就那么回事儿吧不怎么在剧场版里找tv版水平的剧情，不过主旨挺戳我泪点的，我大概就有点类似女教授这种逃避型人格，另外个人对数码宝贝没什么特别的情怀，不过音乐响起来的时候还是挺感触的，上次看电视上播已经是二十年之前的事了	0
zander江湖骗子	总归还是要长大的不是？ 进化就完了！   Ps :我刚毕业太一大四 说明太一和我同岁哈哈哈哈	1
火の靈力場	这是属于我们美好的童年回忆啊。	0
Marsler.	二十年前的我们被选择到数码世界，二十年后的我们选择去向何方。（制作剧情给3分，情怀加1分	0
邝子约	成人的反面是告别，有一天我们也会这样退出别人的世界。be cool.	0
杜小德	注定还是要分别。有些不舍，有些感动。	0
女蜗娘么	给我的童年画上的句号...不过最后真的有点泪目。整体用一句话概括：女码农的反击。	1
MOON	剧情很烂，但brave heart 和butterfly响起时，看着那些进化的画面还是很感动。	0
Alaric	开头还挺激动的，但后来就emmm？日式反派为什么都这么极端...制作一下富有一下贫穷	0
(￣^￣)ゞ	这波情怀卖的，emm，欠点火候	0
不能乱说	剧情有点俗套了，最后的新进化有点草率了，感觉形象就没好好设计，甚至连个全身特写都没有	0
肖战真棒	主题和整体故事都挺好的，细节感觉有所欠缺。没有高潮时播进化动画和butterfly，没有进化成完全体和究极体，没有大喊绝招的名字，其他角色的参与感也好低...

感觉更多表达了一种成长和告别的无奈，而不是孩童时期与伙伴分别时的伤痛欲绝。最后亚古兽抬头望着长高后的太一，然后消失不见，给人一种怅然若失的无力感，而不像看第一部结尾时飞帽杀那般催泪，长大也是如此吧。	2
Jessica Chen	感觉看了个der 辱童年辱情怀了	1
幽州牧	差评，战斗暴龙兽和钢铁加鲁鲁都没有，打斗场面好没意思，日语版没啥情怀，butterfly也没响起	0
滴咕	素娜從頭到尾不到30秒的戲份😢😢😢	4
大厦将倾	爷青结	1
退休tony王师傅	可我就是执迷不悟啊 今天的我是那个匆匆长大后可是怅然若失欺骗自己的反派	0
你的地缚灵	先告诉大家社会人没希望，最后说“我们还会向前，一定会相见的”，曹尼玛一点说服力也没有，把打工人不配拥有数码宝贝打在屏幕上！！😭😭😭😭（最后太和双簧打太几把搞笑了，剧情推进写的和小学生似的）	1
张厂锤咯	剧情硬伤，但我就吃这一口	1
Summer	哭的稀里哗啦，希望他们能够再见	0
痴线	这是太一和阿和的冒险，是他们和亚古兽还有加布兽的告别。其他孩子和我们一样，都是配角，都是围观者。因而感触没有想象中那么深刻。毕竟，童年里的数码宝贝，是大家一起战斗，就算最后会有某些人开挂，但也只是紧要关头的力挽狂澜。这里则完全是一代男主们的主场秀了。战斗场面也少，新的进化型讲实话真的丑。不过剧情还行。	0
烙鱼	爷青结啊，到最后还差点老泪纵横了一把。剧情中规中矩，没有特别出彩，野心比较大，宏大的场面讲述的是一个简单的道理，我们都在不断的告别罢了。	0
阿彪	长达后的残酷与别离~~还是停留在童年时电车上的告别最美好~	0
LEのn个晴天	情怀这个东西什么也磨灭不了，一开场看见天使兽和天女兽出现在大银幕上的时候没想到竟然差点哭出来。和太一阿和他们的小时候一样，我的小时候看数码宝贝的记忆也已经是很久以前了。已经在人生的分岔处的境遇也相类似，因此也有了更多的感同身受吧。抛去情怀作为一部电影优缺点也明显，主题和故事设定其实不错，对于这种作品剧情上也要求不高。我感觉的最大的毛病就是太一和阿和复制粘贴一样的分镜……也不知道是赶工还是差预算还是咋的，非常尴尬。最后全新的进化酷！期待续集。	0
ジュン	电影结束了，所有人都坐着，等彩蛋，可是，我们早已不是孩子，在成长的路上，我们早已失去了陪伴在侧的伙伴，成年人的世界，连做梦的时间都没有，何来拯救世界、追逐梦想的时候
……
后座一个男生说“没有彩蛋是吗”“真的没有彩蛋吗”
一个女孩说“我真的不敢相信这就是结局”
可是，这就是《数码宝贝》的结局，是我们所有“成年人”的结局	1
豆腐逼梦	hmmmm 情怀向	0
Mickey	情怀，回忆无价，这波除了开头进化音乐和主题曲，其他的真的就算了吧，乱七八糟的剧情和后面的强买强卖，真的感动不起来，我宁愿这部没存在过	1
conankay	明明前半段还不错的……后半段节奏完全崩了，特别是打女神蛾那段高潮戏真的灾难……而且一代永远是八人八兽八个徽章八种意志构成的整体，之前也很期待群像来着，结果五对就打酱油了，素娜更是完全边缘……结尾那边煽情的点都能get到，但演出真的也很糟糕，比三代差太多了吧……真的很不满意，不承认这是一代续篇，希望能有一个好的监督带给我们的童年一个好的收尾啊！	1
子鸢cc	没错，我就是来电影院听歌的	2
二瑞斯	看了个寂寞，我的兽人加鲁鲁呢！我到最后还在等彩蛋，居然就真没有！场景转换一朵云的jpg背景音两个男主在哭什么的一点也不打动人啊！！！虽然消失的场景还是听到电影院里一片抽泣声…就，这部片本来还可以做得更好的啊。	0
浔阳客梦	其实是这么多年来很好的一部剧场版了，但是还是有些遗憾的。这是我认为这部的反派的价值观我认为可以十分深挖的，但是依然浅尝辄止。感觉数码宝贝现在依然不清楚自己的定位，其实下定决心走更成人向点的能更容易成功。	0
沙漠中的西蒙	小朋友（10岁以下）的剧，当年引进中国的时代，大哥剧太多了	0
麦当狗蜀黍	虽然套路，但受用。情怀这东西真的无敌了。。。。。	0
云城	成人向实在太虐了，看之前以为是爷青回，看完后才发现:爷的青春小鸟一样不回来	1
VeryGZ	大决战感觉是个低配EVA...好想在银幕上看EVA啊...@米瑞酷	0
世之介	故弄玄虚，没有必要。主题立意是好的，但只剩下尴尬的喊口号	0
深水怪	老漫迷会喜欢	0
目光如炬	长大就是：既然决定了就义无反顾地走下去吧，无论结局如何都坚强面对	1
(ﾉ´ｰ`)ﾉ	喜欢探讨的主题	0
广末凉爽	往好了想，这部起码比tri系列强🙄	1
渡	情怀五星呜呜呜呜，以及素娜是怎么回事？还有数码宝贝会消失这个逻辑很奇怪啊？	0
大和队长	差了那么点味儿，导致索然无味。
太一的论文写好了吗？阿和考研成功了吗？	2
凯文怎么了	情怀分吧	0
绝望的状态	《数码宝贝》超级进化……我的天，进化曲响起的时候，瞬间泪目，一部童年的动画，却仿佛从我的世界里消失了20年，突然回来，太一们长大了，我也长大了，不变的是你们带给我童年的热血青春。	0
Mix安冬	剧情简单，主题挺好。	0
喵了个咪	你以为它讲的就是离别吗？不是 是成长	0
逸禾	很放松的一场周五电影，出乎意料同场的竟都是奔着三十去的人了，大都是普通观众，大声说话的，吃东西的，刷手机的，甚至摄屏的都有，倒有种放学后跟一群人围坐在电视机前看动画片的感觉（虽然我也并没体验过）。不是资深漫画迷，唯一喜欢看的数码宝贝，也是隔了十几年才看懂了一点点。	0
不靠谱先生	放学四点半看翡翠台的小朋友都已经长大了，动画片的主角们也跟着长大，像我这种念旧的人，也希望有那样一个不会长大的世界，可又会想要有别的期待。我也一直思考着一个问题，小孩子有无限可能，长大一旦做出选择，即意味着丧失了可能性，有人接受不了一直抗争着，通常是徒劳的，只有少部分人能知道自己想要怎样的生活并且如愿以偿。大部分人都是接受，如果能甘之如饴就最好了。在电影院里看着，看到那些中二的情节，并不会因长大而觉得曾经喜欢过而羞耻，而是庆幸自己喜欢过。看到结局，也就释然了，人生就是这样，总要经历失去，像被挖去一块的感觉，可除了伤心，也只能接受，接受了，往前进。	1
叶笙花	三星半。真情实意的情怀之作。彼时看TV版还是童年，此时看电影版已身陷成年的困顿之中。观影过程就是感同身受四个大字，再乏力的剧情最终都归溯到了情感上的共鸣。“明天该干什么呢？”周五傍晚走出影院的自己也如是在想。	0
Shade	bgm不错 主题曲再放也很nice。所有进化的终点都是高、高达么😂 从无限可能性这点 确实是可以来一波成年后的数码宝贝的 一些人的人生就是中年才开始的啊 但是你不能童年、青年、中年、老年都来一遍吧。。。数码宝贝应该是一期一会的人生际遇 这个没了还有下一个？这。。所谓的绊就很没有说服力了
。。。夺取意识的直播也太多余了吧
欢迎来到梦幻岛。。。😓这名字起的
无限eos制
第一次见面 还要合体才能打eos 结果到了后面 普通数码宝贝也能搞死一只。。。
而且后来一炮一只 还能爆炸。。。。
为什么老需要数码宝贝给你们自信啊 
居然被数码宝贝吸进去了！果然是高达！
太一吹哨人的梗对上了！
it was supposed to be a proper farewell.	1
Oasis	Butter-fly，蝉鸣，夏天，简单的复制粘贴无法代入小时候才存在的夏天。鼻子一酸，很快就过去了。	0
钱坤一	考虑到还没上映就被微博KOL带节奏狂黑……这是一部久违的质量不错的数码兽剧场版，（细田守2部不错但时长没这部长，TRI时长够了但故事很烂节奏不好TV总集篇拼贴感）鹦鹉兽大战动作场面设计漂亮、奥米加兽仍旧装逼后吃瘪~作画稳定，各种配乐+太一吹小光的口哨情怀恰到好处。新角色梅诺亚人设漂亮让人共鸣，表现比前作望月芽心强太多。我至今也不懂长大成人是什么，但只要看到太一和他的伙伴们，看到数码兽，我就坚信大冒险仍将继续。	0
水仙操	所以愿意祭出一生不看A片来换童年伙伴永不消散吗 🎵Butterfly 🎵Borelo - Maurice Ravel	1
拯救宇宙太累	睡着了	0
